id;google_id;json_volume;previewlink;title;author_id;author_name;publisher;publisherdate;description;categories;pages;rating;language;image
207;XA_oAAAAIAAJ;https://www.googleapis.com/books/v1/volumes/XA_oAAAAIAAJ;http://books.google.com/books?id=XA_oAAAAIAAJ&printsec=frontcover&dq=George+Orwell&hl=&cd=13&source=gbs_api;George Orwell;142;Stephen Ingle;Manchester University Press;1993-01-01;A biography of the author of 1984, Animal Farm, and other leftist works, focusing on the development and expression of his political thought. Describes Orwell's (1903-50) background and his attempts to distance himself from it, his contact with the poor and working classes, his ideas about revolution and political ideologies, and the survival of his ideas today. Distributed by St. Martin's. Annotation copyright by Book News, Inc., Portland, OR;"{""Biography & Autobiography""}";146;;en;http://books.google.com/books/content?id=XA_oAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
208;V7C4bXGsrc8C;https://www.googleapis.com/books/v1/volumes/V7C4bXGsrc8C;http://books.google.com/books?id=V7C4bXGsrc8C&printsec=frontcover&dq=George+Orwell&hl=&cd=14&source=gbs_api;George Orwell's Animal Farm;132;Harold Bloom;Infobase Publishing;2009;Discusses the characters, plot, and writing of Animal farm by George Orwell. Includes critical essays on the novel and a brief biography of the author.;"{""Dystopias in literature""}";175;;en;http://books.google.com/books/content?id=V7C4bXGsrc8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
209;SGAZdjNfruYC;https://www.googleapis.com/books/v1/volumes/SGAZdjNfruYC;http://books.google.com/books?id=SGAZdjNfruYC&dq=George+Orwell&hl=&cd=15&source=gbs_api;Animal Farm;136;George Orwell;Univ. Press of Mississippi;1996;A satire on totalitarianism in which farm animals overthrow their human owner and set up their own government;{Fiction};140;4;en;http://books.google.com/books/content?id=SGAZdjNfruYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
210;qjHuAAAAMAAJ;https://www.googleapis.com/books/v1/volumes/qjHuAAAAMAAJ;http://books.google.com/books?id=qjHuAAAAMAAJ&q=George+Orwell&dq=George+Orwell&hl=&cd=16&source=gbs_api;George Orwell;143;Raymond Williams;;1981;;"{""Literary Criticism""}";102;;en;http://books.google.com/books/content?id=qjHuAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
212;nR9bAAAAMAAJ;https://www.googleapis.com/books/v1/volumes/nR9bAAAAMAAJ;http://books.google.com/books?id=nR9bAAAAMAAJ&q=George+Orwell&dq=George+Orwell&hl=&cd=18&source=gbs_api;George Orwell;145;Tom Hopkinson;;1953;;{};40;;en;http://books.google.com/books/content?id=nR9bAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
213;5vX_CCb_JWQC;https://www.googleapis.com/books/v1/volumes/5vX_CCb_JWQC;http://books.google.com/books?id=5vX_CCb_JWQC&printsec=frontcover&dq=George+Orwell&hl=&cd=19&source=gbs_api;The Play of George Orwell's Animal Farm;146;Peter Hall;Heinemann;1993-01-01;The Heinemann Plays series offers contemporary drama and classic plays in durable classroom editions. Many have large casts and an equal mix of boy and girl parts. This dramatization of George Orwell's Animal Farm comes with lyrics by Adrian Mitchell and music by Richard Peaslee.;{Animals};143;;en;http://books.google.com/books/content?id=5vX_CCb_JWQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
222;xaUrAQAAIAAJ;https://www.googleapis.com/books/v1/volumes/xaUrAQAAIAAJ;http://books.google.com/books?id=xaUrAQAAIAAJ&q=George+Orwell&dq=George+Orwell&hl=&cd=29&source=gbs_api;George Orwell, a personal memoir;153;Tosco R. Fyvel;Macmillan Pub Co;1982-10;A friend of the British writer portrays Orwell's personality and examines the influence of personal experience on Orwell's novels;"{""Biography & Autobiography""}";221;;en;http://books.google.com/books/content?id=xaUrAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
339;RzQ6AAAAcAAJ;https://www.googleapis.com/books/v1/volumes/RzQ6AAAAcAAJ;http://books.google.com/books?id=RzQ6AAAAcAAJ&printsec=frontcover&dq=Alexander+Dumas&hl=&cd=27&source=gbs_api;Der Vicomte von Montgommery;201;Alexandre Dumas;;1849;;{};206;;de;http://books.google.com/books/content?id=RzQ6AAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
214;rXLe7xM533gC;https://www.googleapis.com/books/v1/volumes/rXLe7xM533gC;http://books.google.com/books?id=rXLe7xM533gC&printsec=frontcover&dq=George+Orwell&hl=&cd=21&source=gbs_api;George Orwell's Guide Through Hell;147;Robert Plank;Wildside Press LLC;1994;"It is difficult now to recall the enormous impact that George Orwell's classic dystopia, Nineteen Eighty-Four, had on the psyche of the western world. Written by a dying man in the grimmest of circumstances, the novel was intended as both a warning against totalitarianism and the debasement of language, and as a reaction to Orwell's personal experiences with English socialism and World War II. Clearly, ""1984"" has turned out differently than Orwell depicted. Yet the power of the novel remains undiminished: it continues to scare and enlighten future generations of readers nearly a half century after its original publication. Well-known scholar Robert Plank provides a psychological examination of the roots of Nineteen Eighty-Four, and the curious parallels between the book and its antecedents, including the film Citizen Kane, the novels of Dostoevsky and Kafka, the philosophy of Whorf, Orwell's own life and works, and many other obvious and hidden influences. Complete with chronology, notes, bibliographies, and index.";"{""Literary Criticism""}";136;5;en;http://books.google.com/books/content?id=rXLe7xM533gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
215;W6VwCgAAQBAJ;https://www.googleapis.com/books/v1/volumes/W6VwCgAAQBAJ;http://books.google.com/books?id=W6VwCgAAQBAJ&printsec=frontcover&dq=George+Orwell&hl=&cd=22&source=gbs_api;A Study Guide for George Orwell's 1984;148;Gale, Cengage Learning;Gale, Cengage Learning ;2015-03-13;"A Study Guide for George Orwell's ""1984,"" excerpted from Gale's acclaimed Novels for Students.This concise study guide includes plot summary; character analysis; author biography; study questions; historical context; suggestions for further reading; and much more. For any literature project, trust Novels for Students for all of your research needs.";"{""Literary Criticism""}";15;;en;http://books.google.com/books/content?id=W6VwCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
216;vMv1MXB7mK4C;https://www.googleapis.com/books/v1/volumes/vMv1MXB7mK4C;http://books.google.com/books?id=vMv1MXB7mK4C&pg=PA15&dq=George+Orwell&hl=&cd=23&source=gbs_api;The Paradox of George Orwell;149;Richard Joseph Voorhees;Purdue University Press;1986-01-01;"George Orwell's novels and essays are known to millions, but his character is an enigma: an intellectual, he continually damned intellectuals; a leading political writer, he was disgusted with politics; a combatant in the Spanish Civil War, he despised violence; and an ardent believer in socialism, he had contempt for most socialists. In this skillful study, an insightful picture of this paradoxical figure emerges.";"{""Biography & Autobiography""}";127;;en;http://books.google.com/books/content?id=vMv1MXB7mK4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
217;F48aAQAAMAAJ;https://www.googleapis.com/books/v1/volumes/F48aAQAAMAAJ;http://books.google.com/books?id=F48aAQAAMAAJ&q=George+Orwell&dq=George+Orwell&hl=&cd=24&source=gbs_api;Critical Essays;136;George Orwell;;2009;"Orwell's essays demonstrate how mastery of critical analysis gives rise to trenchant aesthetic and philosophical commentary. Here is an unrivalled education in - as George Packer puts in the foreword to this new two-volume collection - ""how to be interesting, line after line.""";{Literature};374;;en;http://books.google.com/books/content?id=F48aAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
218;UN2O32cvfJUC;https://www.googleapis.com/books/v1/volumes/UN2O32cvfJUC;http://books.google.com/books?id=UN2O32cvfJUC&printsec=frontcover&dq=George+Orwell&hl=&cd=25&source=gbs_api;Nineteen Eighty-Four, by George Orwell;150;Glenda Smith;Pascal Press;2001;;"{""English literature""}";79;5;en;http://books.google.com/books/content?id=UN2O32cvfJUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
219;Ya5R7XFg3c4C;https://www.googleapis.com/books/v1/volumes/Ya5R7XFg3c4C;http://books.google.com/books?id=Ya5R7XFg3c4C&pg=PA109&dq=George+Orwell&hl=&cd=26&source=gbs_api;Student Companion to George Orwell;151;Mitzi Brunsdale;ABC-CLIO;2000;Analyzes each of Orwell's major writings in chronological order, looking at the literary components of each as well as the historical content that informed each work, and offers alternate interpretations.;"{""Literary Criticism""}";173;;en;http://books.google.com/books/content?id=Ya5R7XFg3c4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
220;KUXFMvHhlFwC;https://www.googleapis.com/books/v1/volumes/KUXFMvHhlFwC;http://books.google.com/books?id=KUXFMvHhlFwC&pg=PA8&dq=George+Orwell&hl=&cd=27&source=gbs_api;Fictional Styles of George Orwell;152;Arun Joshi;Atlantic Publishers & Dist;2004-01-01;It Is The Growing Relevance Of The Political Thought And Vision Of George Orwell In The 21St Century When The World Is At Eternal War With Itself In The Name Of War On Terrorism That Prompted The Idea Of Getting This Book Published. The Title Fictional Styles Of George Orwell May Well Be Understood As To How The Author Wrote In His Times In The First Half Of The Twentieth Century, But It Attempts To Encompass A Greater Concept: How Orwell Used Different Techniques To Demonstrate Through His Writings That The World Was Heading Toward A Planet Inhabited By The People Deprived Of The Human Values And Becoming Robots Under The Complete Control Of Their Masters. Though His Target Was The Soviet Society And The Colonial Powers, But As The Times Have Shown That Even The Democracies Be That India Boasting Of Being The Largest Democracy In The World Or The United States Of America Where Individual Freedoms Are Sought To Be Curtailed In The Garb Of Patriotism Have Come To Follow The Same Totalitarian Attitude. The Distinction Between Democracies And Dictatorships Has Collapsed In Our Times. The Records Are Being Fudged, Past Is Being Distorted And Falsehood Is Being Touted As Truth. These Ideas Of Suppression Of The Freedom Of The Individual Thinking And How Unrelenting Mad Race For Money And Status Is Corrupting And Polluting Society Have Been Effectively Brought Out By George Orwell In His Fictional Works. This Book Deals With His Literary Tools To Enrich The Fiction. It Reveals That How Sometimes Small Things Like Paper Weight In Orwell S Works Help In Understanding Today S World More Than It Was In The Times Of The Author. While Turning The Pages Of The Book, Another Revelation That Dawns Is That It Is The Reel Of The Real Times Now.The Book Is A Comprehensive Reference To College, University Students And Research Scholars Of English Literature.;"{""English fiction""}";128;;en;http://books.google.com/books/content?id=KUXFMvHhlFwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
221;2PXLskAHQE4C;https://www.googleapis.com/books/v1/volumes/2PXLskAHQE4C;http://books.google.com/books?id=2PXLskAHQE4C&dq=George+Orwell&hl=&cd=28&source=gbs_api;A Collection of Essays;136;George Orwell;Houghton Mifflin Harcourt;1970-10-21;In this bestselling compilation of essays, written in the clear-eyed, uncompromising language for which he is famous, Orwell discusses with vigor such diverse subjects as his boyhood schooling, the Spanish Civil War, Henry Miller, British imperialism, and the profession of writing.;"{""Literary Criticism""}";324;5;en;http://books.google.com/books/content?id=2PXLskAHQE4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
340;DjwdAQAAIAAJ;https://www.googleapis.com/books/v1/volumes/DjwdAQAAIAAJ;http://books.google.com/books?id=DjwdAQAAIAAJ&pg=PA58&dq=Alexander+Dumas&hl=&cd=28&source=gbs_api;The Select Journal of Foreign Periodical Literature;212;Charles Folsom;;1834;;{};;;en;http://books.google.com/books/content?id=DjwdAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
223;y1UQQwAACAAJ;https://www.googleapis.com/books/v1/volumes/y1UQQwAACAAJ;http://books.google.com/books?id=y1UQQwAACAAJ&dq=George+Orwell&hl=&cd=30&source=gbs_api;Nineteen Eighty-four;136;George Orwell;Penguin Longman;2008;Classic / British English Winston Smith lives in a society where the government controls people's lives every second of the day. Alone in his small, one-room apartment, Winston dreams of a better life. Is freedom from this life of suffering possible? There must be something that the Party cannot control something like love, perhaps?;"{""Foreign Language Study""}";76;4.5;en;http://books.google.com/books/content?id=y1UQQwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
224;9D4tpxd-0RQC;https://www.googleapis.com/books/v1/volumes/9D4tpxd-0RQC;http://books.google.com/books?id=9D4tpxd-0RQC&printsec=frontcover&dq=George+Orwell&hl=&cd=31&source=gbs_api;George Orwell's Animal Farm;154;Caroline Korf;GRIN Verlag;2008-06;"Seminar paper from the year 2008 in the subject English Language and Literature Studies - Literature, grade: 1,0, University of Wurzburg (Neuphilologisches Institut), course: Pastoral Novels in English, 9 entries in the bibliography, language: English, abstract: George Orwell's story about the rebellion of farm animals chasing all humans from the farm and running the farm by their own power is well known by readers all over the world. This seminar paper will research why George Orwell wrote Animal Farm as a fable based in a rural, English landscape. After a short biography about the author, the reader will be introduced into the meaning of fable and satire for the story and get an idea why the setting in a rural English scenery is meaningful to Orwell.""";{};40;;en;http://books.google.com/books/content?id=9D4tpxd-0RQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
225;7MHpAAAAMAAJ;https://www.googleapis.com/books/v1/volumes/7MHpAAAAMAAJ;http://books.google.com/books?id=7MHpAAAAMAAJ&q=George+Orwell&dq=George+Orwell&hl=&cd=32&source=gbs_api;Collected essays;136;George Orwell;;1961;;"{""Literary Collections""}";460;;en;http://books.google.com/books/content?id=7MHpAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
226;xtCZEzLPCLwC;https://www.googleapis.com/books/v1/volumes/xtCZEzLPCLwC;http://books.google.com/books?id=xtCZEzLPCLwC&printsec=frontcover&dq=George+Orwell&hl=&cd=33&source=gbs_api;George Orwell's Animal Farm;155;David Ball;Barron's Educational Series;1984;"A guide to reading ""Animal Farm"" with a critical and appreciative mind. Includes background on the author's life and times, sample tests, term paper suggestions, and a reading list.";"{""Literary Criticism""}";100;4;en;http://books.google.com/books/content?id=xtCZEzLPCLwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
227;FTHnGZeroUoC;https://www.googleapis.com/books/v1/volumes/FTHnGZeroUoC;http://books.google.com/books?id=FTHnGZeroUoC&dq=George+Orwell&hl=&cd=34&source=gbs_api;Nineteen Eighty-Four;136;George Orwell;Penguin UK;2013-02-07;This is the essential edition of the essential book of modern times, 1984, now annotated for students with an introduction by D. J. Taylor. Ever since its publication in 1948, George Orwell's terrifying vision of a totalitarian regime where Big Brother controls its citizens like 'a boot stamping on a human face' has become a touchstone for human freedom, and one of the most widely-read books in the world. In this new annotated edition Orwell's biographer D. J. Taylor elucidates the full meaning of this timeless satire, explaining contemporary references in the novel, placing it in the context of Orwell's life, elaborating on his extraordinary use of language and explaining the terms such as Newspeak, Doublethink and Room 101 that have become familiar phrases today.;{Fiction};416;5;en;http://books.google.com/books/content?id=FTHnGZeroUoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
228;PyUztK4z6KYC;https://www.googleapis.com/books/v1/volumes/PyUztK4z6KYC;http://books.google.com/books?id=PyUztK4z6KYC&printsec=frontcover&dq=George+Orwell&hl=&cd=35&source=gbs_api;Shooting an Elephant of George Orwell - Short Story Or Essay on the Essence of Colonialism?;156;Swantje We;GRIN Verlag;2011-04;"Seminar paper from the year 2010 in the subject English Language and Literature Studies - Literature, grade: 1,5, University of Vechta (Institut fur Geistes- und Kulturwissenschaften), language: English, abstract: This paper deals with Orwell's text 'Shooting an Elephant'. I use the term text deliberately since my topic says ""George Orwell: 'Shooting an Elephant' - Short Story or Essay on the Essence of Colonialism."" The question of genre has been debated for decades and there have been several quarrels about allocating it to a certain genre. Most experts, however, call the text an essay but there are also those who insist on the text belonging to the group of the short stories. In my paper I will work out features of both genres and at the end of my study I will sum up the findings and draw a conclusion. First, I will give a short definition of the terms 'Short Story' and 'Essay'. This is to show the characteristics of the two genres that I will pick up again in the course of this paper. After a brief summary I will start the analysis of the text working out topics like parallels to Orwell's life, the meaning of the elephant or the construction of the text. In the final part I will sum up my results and draw a conclusion.""";{};36;;en;http://books.google.com/books/content?id=PyUztK4z6KYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
229;HPEmeg57VfcC;https://www.googleapis.com/books/v1/volumes/HPEmeg57VfcC;http://books.google.com/books?id=HPEmeg57VfcC&pg=PA55&dq=George+Orwell&hl=&cd=36&source=gbs_api;George Orwell;157;Tanya Agathocleous;Oxford University Press;2000-06-22;"Examines the life of George Orwell, the English author of ""Animal Farm"" and ""1984, "" and discusses the political and social criticism disclosed in his work.";"{""Juvenile Nonfiction""}";110;;en;http://books.google.com/books/content?id=HPEmeg57VfcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
230;zXncAAAAQBAJ;https://www.googleapis.com/books/v1/volumes/zXncAAAAQBAJ;http://books.google.com/books?id=zXncAAAAQBAJ&pg=PA220&dq=George+Orwell&hl=&cd=37&source=gbs_api;George Orwell;158;Robert Colls;Oxford University Press;2013-10;An intellectual who did not like intellectuals, a socialist who did not trust the state, a liberal who was against free markets, a Protestant who believed in religion but not in God, a fierce opponent of nationalism who defined Englishness for a generation. Aside from being one of the greatest political essayists in the English language and author of two of the most famous books in twentieth century literature, George Orwell was a man of profound contradictions. George Orwell:English Rebel takes us through the many twists and turns of Orwell's life and thought, from precocious, public school satirist at Eton and imperial policeman in Burma, through his early years as a rather dour documentary writer, and his formative experiences as a volunteer soldier in the Spanish Civil War. Robert Colls traces, in particular, Orwell's complex relationship with his country, from the alienated intellectual of the mid-1930s through a gradual reconciliation, to the exhilarating peaks of his wartime writing. He explores the mistakes and contradictions, the lucky escapes and near misses, and what they tell us about Orwell as man and author.;"{""Biography & Autobiography""}";330;;en;http://books.google.com/books/content?id=zXncAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
231;aC4eAQAAIAAJ;https://www.googleapis.com/books/v1/volumes/aC4eAQAAIAAJ;http://books.google.com/books?id=aC4eAQAAIAAJ&q=George+Orwell&dq=George+Orwell&hl=&cd=38&source=gbs_api;Orwell;136;George Orwell;Atlantic Books (UK);2003;"George Orwell started writing regularly for the Observer in 1942, filing stories from the home front and North Africa. In 1945, he was sent to France and Germany as a war correspondent. This volume collects for the first time all of these articles. Writing from Paris, Cologne and Stuttgart, Orwell reports on the moment of victory in 1945; considers the impact of the occupation on French domestic and foreign policies; and reports with acute insight on the future of a ruined Germany. The articles extend to contemplate the eight years of war in Spain and the new danger presented by Britain's former ally, the Soviet Union. Also, included in this collection are Orwell's book reviews. With typical clarity and precision, he appraises the work of his contemporaries and the key authors of the 1940s, including Julian Huxley, H.G. Wells and T.S. Eliot. He also reviewed F.A. Hayek's The road to serfdom and the new translations of Dostoevsky's Crime and punishment and The brothers Karamazov, as well as the poetry and the work of Joseph Conrad and Sean O'Casey. These reviews and articles are as exhilarating to read today as they were when first written. Orwell's writing shaped the Observer--his essay 'Politics and the English language' was used as the house style and rule book--and continues to influence many journalists. These collected pieces demostrate unequivocally not only why George Orwell is considered to be the greatest political writer of the twentieth century, but why he has also been described as the patron saint of journalism.";{Books};242;;en;http://books.google.com/books/content?id=aC4eAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
232;5wkquqRsevIC;https://www.googleapis.com/books/v1/volumes/5wkquqRsevIC;http://books.google.com/books?id=5wkquqRsevIC&pg=PA114&dq=George+Orwell&hl=&cd=39&source=gbs_api;The Cambridge Introduction to George Orwell;137;John Rodden;Cambridge University Press;2012-06-07;An introductory guide to the life, work and legacy of George Orwell - one of the most influential literary twentieth-century figures.;"{""Biography & Autobiography""}";130;;en;http://books.google.com/books/content?id=5wkquqRsevIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
233;_WE4AAAAQBAJ;https://www.googleapis.com/books/v1/volumes/_WE4AAAAQBAJ;http://books.google.com/books?id=_WE4AAAAQBAJ&pg=PA223&dq=George+Orwell&hl=&cd=40&source=gbs_api;George Orwell: A Life in Letters;136;George Orwell;W. W. Norton & Company;2013-08-12;This compilation of personal letters creates an autobiography of the well-known author of Nineteen Eighty-Four” through his correspondence with other literary luminaries including T.S. Elliot and Henry Miller, as well as letters to complete strangers. 10,000 first printing.;"{""Biography & Autobiography""}";560;;en;http://books.google.com/books/content?id=_WE4AAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
234;TQ8eByH9QXsC;https://www.googleapis.com/books/v1/volumes/TQ8eByH9QXsC;http://books.google.com/books?id=TQ8eByH9QXsC&printsec=frontcover&dq=H.G.Wells&hl=&cd=1&source=gbs_api;H. G. Wells;159;Herbert George Wells;Univ of California Press;1975-01-01;Includes the first serialized version of The Time Machine, short stories from Wells' student days at South Kensington, and essays from the 1890's that speculate on the future;"{""Literary Criticism""}";249;;en;http://books.google.com/books/content?id=TQ8eByH9QXsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
235;p4w4AAAAIAAJ;https://www.googleapis.com/books/v1/volumes/p4w4AAAAIAAJ;http://books.google.com/books?id=p4w4AAAAIAAJ&printsec=frontcover&dq=H.G.Wells&hl=&cd=2&source=gbs_api;H. G. Wells;160;John Batchelor;CUP Archive;1985-03-21;H. G. Wells wrote almost a hundred books, yet he is generally remembered for only a handful of them. He is known above all as a writer who heralded the future, yet throughout his life he clung to fixed attitudes from the Victorian past. In this book John Batchelor offers a readable introduction to Wells's huge and varied output as a writer and thinker.;"{""Literary Criticism""}";176;;en;http://books.google.com/books/content?id=p4w4AAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
236;hzpR2uASeT8C;https://www.googleapis.com/books/v1/volumes/hzpR2uASeT8C;http://books.google.com/books?id=hzpR2uASeT8C&printsec=frontcover&dq=H.G.Wells&hl=&cd=3&source=gbs_api;The New World Order;161;H. G. Wells;Filiquarian Publishing, LLC.;2007;The New World Order is an important book by novelist H. G. Wells and features his belief that it would be beneficial to the world if a new world order ruled the world which would united all the worlds people and at the same time cause war to no longer exist. This is an excellent book for individuals who are interested in reading about H. G. Wells New World Order belief as well as people who are fans of his writings.;{History};142;5;en;http://books.google.com/books/content?id=hzpR2uASeT8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
237;jZj3mZ_96CsC;https://www.googleapis.com/books/v1/volumes/jZj3mZ_96CsC;http://books.google.com/books?id=jZj3mZ_96CsC&printsec=frontcover&dq=H.G.Wells&hl=&cd=4&source=gbs_api;Marriage;161;H. G. Wells;The Floating Press;2011-02-01;When it came to holy matrimony, writer H.G. Wells had a rather interesting personal history. He married his first cousin, soon left her for one of his students, and then had multiple affairs (and children) with important female thinkers and writers over the course of the rest of his lifetime. With that in mind, Wells brings a unique twist to this relatively straightforward take on Edwardian morals and mores in marriage.;{Fiction};535;;en;http://books.google.com/books/content?id=jZj3mZ_96CsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
238;vQX8J6lf_NYC;https://www.googleapis.com/books/v1/volumes/vQX8J6lf_NYC;http://books.google.com/books?id=vQX8J6lf_NYC&printsec=frontcover&dq=H.G.Wells&hl=&cd=5&source=gbs_api;H.G. Wells;162;Robert Crossley;Wildside Press LLC;1986-01-01;Robert Crossley provides a comprehensive examination of Wells's best-known SF and fantasy works-and their impact on later writers and thinkers. Complete with Chronology, Primary and Secondary Bibliographies, and Index.;{Reference};79;;en;http://books.google.com/books/content?id=vQX8J6lf_NYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
239;D3FbAAAAMAAJ;https://www.googleapis.com/books/v1/volumes/D3FbAAAAMAAJ;http://books.google.com/books?id=D3FbAAAAMAAJ&q=H.G.Wells&dq=H.G.Wells&hl=&cd=6&source=gbs_api;The science fiction of H. G. Wells;163;Frank D. McConnell;Oxford University Press, USA;1981;;{Fiction};235;;en;http://books.google.com/books/content?id=D3FbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
240;HExGaHDhVbUC;https://www.googleapis.com/books/v1/volumes/HExGaHDhVbUC;http://books.google.com/books?id=HExGaHDhVbUC&printsec=frontcover&dq=H.G.Wells&hl=&cd=7&source=gbs_api;H.G. Wells;164;W. Warren Wagar;Wesleyan University Press;2004-09-22;A look inside one of the greatest minds of the 20th century.;"{""Biography & Autobiography""}";334;;en;http://books.google.com/books/content?id=HExGaHDhVbUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
242;1Dn-z868sW0C;https://www.googleapis.com/books/v1/volumes/1Dn-z868sW0C;http://books.google.com/books?id=1Dn-z868sW0C&printsec=frontcover&dq=H.G.Wells&hl=&cd=9&source=gbs_api;H.G. Wells, Modernity and the Movies;166;Keith Williams;Liverpool University Press;2007;Everyone is familiar with H.G. Wells's pioneering works of science fiction, The War of the Worlds, The Time Machine, and The Invisible Man—but fewer realize how these works helped to technically develop the cinematic narrative. An appealing and accessible study aimed at the student of modernism and early cinema, H.G. Wells, Modernity, and the Movies reconsiders Well's advancement of the cinematic narrative alongside the social and political impact of early media. Including rare illustrations from the original magazines which published Wells's early work, this groundbreaking study will be of interest to anyone concerned with Wells, his work, and the technological parameters of modern culture.;"{""Performing Arts""}";279;;en;http://books.google.com/books/content?id=1Dn-z868sW0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
243;gBmB0RWd9YgC;https://www.googleapis.com/books/v1/volumes/gBmB0RWd9YgC;http://books.google.com/books?id=gBmB0RWd9YgC&pg=PT680&dq=H.G.Wells&hl=&cd=10&source=gbs_api;H.G. Wells;165;Patrick Parrinder;Routledge;2012-10-02;This set comprises 40 volumes covering 19th and 20th century European and American authors. These volumes will be available as a complete set, mini boxed sets (by theme) or as individual volumes. This second set complements the first 68 volume set of Critical Heritage published by Routledge in October 1995.;"{""Literary Criticism""}";368;;en;http://books.google.com/books/content?id=gBmB0RWd9YgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
244;-rPXvWv3L1gC;https://www.googleapis.com/books/v1/volumes/-rPXvWv3L1gC;http://books.google.com/books?id=-rPXvWv3L1gC&printsec=frontcover&dq=H.G.Wells&hl=&cd=11&source=gbs_api;Best Science Fiction Stories of H. G. Wells;159;Herbert George Wells;Courier Corporation;1966;Eighteen supernatural tales deal with such phenomena as an invisible man, a crystal egg from Mars, a blood-sucking orchid;"{""Literary Collections""}";303;;en;http://books.google.com/books/content?id=-rPXvWv3L1gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
245;smVi1LEHzz8C;https://www.googleapis.com/books/v1/volumes/smVi1LEHzz8C;http://books.google.com/books?id=smVi1LEHzz8C&printsec=frontcover&dq=H.G.Wells&hl=&cd=12&source=gbs_api;Shadows of the Future;165;Patrick Parrinder;Syracuse University Press;1995;H.G. Wells - inventor of the concept of the time machine and the phrase the shape of things to come - described his life's work as one of critical anticipation. This book unravels the complex layers of meaning in The Time Machine, and shows how, throughout his life, he sought to exploit the potential of literary and cultural prophecy in new ways. Described by John Middleton Murry as the last prophet of bourgeois Europe, he was its first futurologist.;"{""Literary Criticism""}";170;;en;http://books.google.com/books/content?id=smVi1LEHzz8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
246;VyvfOdumkksC;https://www.googleapis.com/books/v1/volumes/VyvfOdumkksC;http://books.google.com/books?id=VyvfOdumkksC&printsec=frontcover&dq=H.G.Wells&hl=&cd=13&source=gbs_api;H. G. Wells;167;Vincent Brome;House of Stratus;2001-06-30;‘Don’t interrupt me,’ said Wells, ‘can’t you see I’m dying?’ In this seminal biography, Vincent Brome recounts the rich fantastic cauldron of Wells’ life – from his politics and writing to his complex and torn emotional life, and his painful, lingering death. Here was a man ‘whose greatness lay in his ordinariness’, but who was never truly ordinary.;"{""Biography & Autobiography""}";258;;en;http://books.google.com/books/content?id=VyvfOdumkksC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
